,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4298,4299,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,229,140,107,200.8,114.6,63.6,0.75,1
4299,4300,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,122,49,53,242.7,123.7,64.0,0.99,2
4300,4301,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.11,191,87,72,253.9,117.7,67.4,1.03,0
4301,4302,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,251.9,117.5,67.5,1.02,9
4302,4303,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.08,149,95,67,246.6,116.7,67.1,0.99,6
4303,4304,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,140,97,248.1,117.8,62.3,0.93,8
4304,4305,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,248.3,124.6,61.9,0.98,5
4305,4306,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.14,179,104,70,168.2,118.3,64.4,0.66,7
4306,4307,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,228,136,105,241.5,115.5,66.4,0.95,1
4307,4308,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,207,104,77,255.2,120.0,63.6,1.0,5
4308,4309,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,156,73,62,244.5,121.1,66.9,1.02,3
4309,4310,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,179,104,70,247.1,117.8,63.6,0.95,7
4310,4311,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,228,136,105,252.2,122.5,66.3,1.05,1
4311,4312,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,242.5,120.5,62.3,0.93,3
4312,4313,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,145,105,243.6,123.9,63.3,0.98,1
4313,4314,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,156,73,62,125.1,117.1,67.2,0.5,3
4314,4315,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,229,145,105,247.9,114.0,66.6,0.97,1
4315,4316,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,97,247.0,123.3,67.5,1.05,8
4316,4317,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,179,104,70,206.5,117.4,64.9,0.81,7
4317,4318,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.09,229,127,111,255.7,117.8,67.4,1.04,9
4318,4319,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,149,95,67,235.5,115.5,67.9,0.95,6
4319,4320,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,102,103,242.0,118.9,62.8,0.93,4
4320,4321,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,191,87,72,239.4,121.2,66.4,0.99,0
4321,4322,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,160,76,67,260.0,123.8,63.4,1.05,3
4322,4323,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,122,49,53,258.8,125.3,64.6,1.07,2
4323,4324,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,140,107,202.6,119.5,65.8,0.82,1
4324,4325,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,156,73,62,250.9,114.9,65.7,0.97,3
4325,4326,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,229,140,97,242.8,118.2,65.1,0.96,8
4326,4327,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.14,207,104,77,252.7,120.5,64.3,1.0,5
4327,4328,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,102,103,259.0,120.4,66.7,1.07,4
4328,4329,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,228,136,105,247.0,122.0,64.4,1.0,1
4329,4330,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.08,160,76,67,247.9,115.0,65.3,0.95,3
4330,4331,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,107,249.2,114.7,65.1,0.95,1
4331,4332,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,122,49,53,248.9,124.9,65.0,1.04,2
4332,4333,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.07,149,95,67,252.9,125.4,67.9,1.1,6
4333,4334,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,149,95,67,261.2,120.1,65.8,1.06,6
4334,4335,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,191,87,72,218.0,122.1,64.0,0.87,0
4335,4336,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.11,229,127,111,242.0,124.8,67.2,1.04,9
4336,4337,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,122,49,53,245.2,114.9,62.1,0.9,2
4337,4338,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,156,73,62,253.6,122.8,62.9,1.0,3
4338,4339,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,149,95,67,252.6,118.9,67.7,1.04,6
4339,4340,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.07,229,140,97,244.0,122.1,62.0,0.95,8
4340,4341,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,145,105,255.5,125.3,61.8,1.01,1
4341,4342,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,207,104,77,243.8,119.5,67.9,1.01,5
4342,4343,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,229,145,105,241.3,125.1,66.1,1.02,1
4343,4344,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,246.2,114.3,67.4,0.97,3
4344,4345,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,179,104,70,238.9,119.1,65.8,0.96,7
4345,4346,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,183.6,117.8,67.0,0.74,1
4346,4347,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,179,104,70,143.0,118.6,68.1,0.59,7
4347,4348,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,160,76,67,239.2,124.1,67.7,1.03,3
4348,4349,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.01,156,73,62,246.2,121.1,63.0,0.96,3
4349,4350,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,160,76,67,225.0,116.4,67.9,0.91,3
4350,4351,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.1,229,127,111,251.6,122.2,64.9,1.02,9
4351,4352,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,229,102,103,239.8,119.8,68.0,1.0,4
4352,4353,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.1,229,127,111,244.2,124.2,67.7,1.05,9
4353,4354,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,228,136,105,160.2,120.1,68.0,0.67,1
4354,4355,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.11,122,49,53,251.2,114.8,68.2,1.01,2
4355,4356,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,179,104,70,245.2,124.8,65.1,1.02,7
4356,4357,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.11,229,145,105,248.2,120.3,65.3,1.0,1
4357,4358,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.01,229,102,103,244.9,115.5,67.9,0.98,4
4358,4359,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.1,191,87,72,246.1,123.5,67.7,1.06,0
4359,4360,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.13,156,73,62,247.5,116.7,65.3,0.97,3
4360,4361,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.01,156,73,62,258.1,122.0,66.8,1.08,3
4361,4362,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,127,111,241.4,117.6,64.1,0.93,9
4362,4363,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,179,104,70,246.7,121.0,65.5,1.0,7
4363,4364,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,229,140,97,243.6,120.8,65.7,0.99,8
4364,4365,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,97,241.6,124.6,66.8,1.03,8
4365,4366,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,149,95,67,240.9,119.3,62.4,0.92,6
4366,4367,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.1,207,104,77,237.8,119.2,63.4,0.92,5
4367,4368,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,228,136,105,242.6,121.7,65.0,0.98,1
4368,4369,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,179,104,70,240.3,115.3,62.0,0.88,7
4369,4370,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,122,49,53,247.5,114.8,62.2,0.91,2
4370,4371,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,127,111,259.5,119.1,63.9,1.01,9
4371,4372,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,102,103,243.8,126.0,64.4,1.01,4
4372,4373,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,228,136,105,240.7,119.7,66.2,0.98,1
4373,4374,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,149,95,67,259.7,122.2,65.1,1.06,6
4374,4375,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,149,95,67,251.1,115.6,62.9,0.94,6
4375,4376,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,149,95,67,239.3,118.8,63.7,0.93,6
4376,4377,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,156,73,62,247.9,114.2,63.9,0.93,3
4377,4378,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,207,104,77,257.7,114.0,66.2,1.0,5
4378,4379,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,156,73,62,252.1,115.9,67.7,1.01,3
4379,4380,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,127,111,243.5,123.0,65.2,1.0,9
4380,4381,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,228,136,105,249.3,116.0,62.8,0.93,1
4381,4382,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,191,87,72,257.3,116.0,67.9,1.04,0
4382,4383,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.13,207,104,77,198.7,117.0,68.2,0.81,5
4383,4384,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,229,102,103,243.3,114.7,67.8,0.97,4
4384,4385,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,156,73,62,241.7,121.9,65.4,0.99,3
4385,4386,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,156,73,62,239.2,117.6,65.1,0.94,3
4386,4387,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.14,229,102,103,148.1,120.9,62.7,0.58,4
4387,4388,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,156,73,62,248.1,123.0,67.8,1.06,3
4388,4389,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,191,87,72,126.0,116.4,62.4,0.47,0
4389,4390,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.07,160,76,67,242.5,114.5,66.2,0.94,3
4390,4391,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.08,228,136,105,145.1,122.2,63.7,0.58,1
4391,4392,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,229,127,111,191.3,115.6,68.0,0.77,9
4392,4393,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,122,49,53,254.9,114.3,66.1,0.99,2
4393,4394,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,160,76,67,240.6,123.3,67.8,1.03,3
4394,4395,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,156,73,62,240.8,117.2,64.9,0.94,3
4395,4396,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,160,76,67,256.0,122.4,64.4,1.03,3
4396,4397,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,127,111,259.5,120.8,67.5,1.09,9
4397,4398,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,149,95,67,261.4,124.3,64.5,1.07,6
4398,4399,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,179,104,70,255.3,116.3,65.9,1.0,7
4399,4400,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.11,160,76,67,248.2,121.8,66.5,1.03,3
4400,4401,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,145,105,243.1,121.3,66.7,1.01,1
4401,4402,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,127,111,254.0,125.4,66.6,1.09,9
4402,4403,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.11,229,140,97,161.9,114.7,64.3,0.61,8
4403,4404,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,228,136,105,250.0,123.6,63.3,1.0,1
4404,4405,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,107,262.2,122.7,68.0,1.12,1
4405,4406,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,140,107,254.3,114.5,66.7,1.0,1
4406,4407,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,160,76,67,238.5,122.4,61.9,0.93,3
4407,4408,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,145,105,261.7,125.6,66.1,1.11,1
4408,4409,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.09,229,140,97,260.8,120.0,63.0,1.01,8
4409,4410,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,160,76,67,258.6,119.5,65.4,1.04,3
4410,4411,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,229,140,107,246.9,119.7,65.5,0.99,1
4411,4412,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,140,97,208.0,119.8,62.7,0.8,8
4412,4413,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,250.1,125.2,63.5,1.02,5
4413,4414,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,160,76,67,246.2,124.3,67.3,1.06,3
4414,4415,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,102,103,261.9,117.6,62.1,0.98,4
4415,4416,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.01,122,49,53,252.6,117.6,66.3,1.01,2
4416,4417,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.08,160,76,67,212.0,118.1,62.1,0.8,3
4417,4418,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,97,163.3,120.0,65.7,0.66,8
4418,4419,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,229,145,105,262.5,115.9,62.2,0.97,1
4419,4420,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,191,87,72,249.0,118.5,64.3,0.97,0
4420,4421,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,258.0,122.6,67.7,1.1,5
4421,4422,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,149,95,67,261.5,120.5,62.5,1.01,6
4422,4423,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,191,87,72,238.5,124.6,62.7,0.96,0
4423,4424,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,243.7,118.7,66.7,0.99,5
4424,4425,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,122,49,53,244.4,118.9,68.1,1.01,2
4425,4426,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.14,122,49,53,262.4,120.2,66.8,1.08,2
4426,4427,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,179,104,70,242.0,115.4,67.0,0.96,7
4427,4428,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,149,95,67,261.0,122.7,68.0,1.12,6
4428,4429,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.09,179,104,70,248.7,116.3,66.0,0.98,7
4429,4430,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,145,105,262.4,115.9,65.9,1.03,1
4430,4431,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.08,229,127,111,247.9,117.5,65.4,0.98,9
4431,4432,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,229,127,111,256.7,120.4,63.6,1.01,9
4432,4433,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,257.1,125.2,63.8,1.05,5
4433,4434,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,229,140,107,241.2,119.0,66.1,0.97,1
4434,4435,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,243.5,114.7,67.9,0.97,2
4435,4436,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,229,140,97,253.1,114.3,68.2,1.01,8
4436,4437,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,229,127,111,259.1,124.9,65.5,1.09,9
4437,4438,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,156,73,62,244.8,124.8,67.9,1.06,3
4438,4439,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,259.7,122.8,66.8,1.09,9
4439,4440,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.12,149,95,67,242.7,119.1,63.3,0.94,6
4440,4441,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.08,179,104,70,231.1,118.3,67.5,0.95,7
4441,4442,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,191,87,72,240.2,114.3,66.9,0.94,0
4442,4443,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.14,229,127,111,250.8,117.1,63.0,0.95,9
4443,4444,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,228,136,105,260.3,116.0,65.8,1.02,1
4444,4445,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,179,104,70,189.1,122.6,63.2,0.75,7
4445,4446,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,229,140,107,226.5,119.6,65.2,0.91,1
4446,4447,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.12,229,140,107,155.4,116.1,64.0,0.59,1
4447,4448,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.11,179,104,70,242.9,123.3,67.4,1.04,7
4448,4449,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.11,229,140,97,250.2,118.8,65.6,1.0,8
4449,4450,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.1,229,145,105,255.6,125.3,62.6,1.03,1
4450,4451,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.12,229,127,111,256.4,118.5,62.2,0.97,9
4451,4452,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.08,228,136,105,248.4,114.8,66.7,0.98,1
4452,4453,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,149,95,67,249.2,116.1,64.7,0.96,6
4453,4454,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,156,73,62,167.2,114.4,65.5,0.64,3
4454,4455,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,145,105,258.8,117.3,64.9,1.01,1
4455,4456,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.14,229,140,97,249.8,125.4,67.9,1.09,8
4456,4457,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.15,160,76,67,193.3,122.7,67.4,0.82,3
4457,4458,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,140,107,228.8,122.0,68.1,0.97,1
4458,4459,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,229,140,97,247.5,117.3,66.9,1.0,8
4459,4460,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,228,136,105,240.7,121.9,64.5,0.97,1
4460,4461,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,229,127,111,139.4,117.2,67.9,0.57,9
4461,4462,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,191,87,72,250.4,120.3,66.1,1.02,0
4462,4463,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,122,49,53,252.8,123.2,67.4,1.08,2
4463,4464,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,229,102,103,254.3,119.4,65.4,1.02,4
4464,4465,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.1,228,136,105,259.9,123.1,64.9,1.06,1
4465,4466,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.11,156,73,62,256.6,123.8,66.6,1.08,3
4466,4467,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.09,228,136,105,242.2,122.2,66.4,1.01,1
4467,4468,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,160,76,67,249.5,115.6,64.1,0.95,3
4468,4469,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.08,160,76,67,254.2,125.7,64.1,1.05,3
4469,4470,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,228,136,105,247.0,116.1,65.0,0.96,1
4470,4471,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,228,136,105,252.0,121.8,66.5,1.05,1
4471,4472,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.13,229,140,97,195.5,120.1,67.7,0.82,8
4472,4473,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,156,73,62,157.8,119.0,62.3,0.6,3
4473,4474,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.07,229,145,105,231.4,115.2,62.0,0.85,1
4474,4475,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,207,104,77,240.2,116.5,66.1,0.95,5
4475,4476,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,228,136,105,251.9,120.1,62.2,0.96,1
4476,4477,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,145,105,246.7,120.9,66.1,1.01,1
4477,4478,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,191,87,72,248.2,118.8,62.9,0.95,0
4478,4479,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,156,73,62,172.7,120.2,63.9,0.68,3
4479,4480,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,179,104,70,246.0,124.1,64.4,1.01,7
4480,4481,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.14,229,102,103,237.6,116.3,66.3,0.94,4
4481,4482,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,156,73,62,240.1,114.0,67.9,0.95,3
4482,4483,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.08,191,87,72,245.7,124.6,66.2,1.04,0
4483,4484,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,191,87,72,258.6,119.7,64.3,1.02,0
4484,4485,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,122,49,53,129.4,122.5,66.2,0.54,2
