brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%)
1285,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.14,229,197,151,256.2,123.9,63.1,1.03
1286,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,151,115,103,256.6,119.8,67.0,1.06
1287,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,197,121,239.4,119.8,64.4,0.95
1288,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.08,229,195,149,248.8,122.3,66.3,1.03
1289,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.18,0.01,182,121,93,226.7,120.6,62.5,0.88
1290,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,203,145,261.7,124.9,63.2,1.06
1291,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.01,229,207,142,257.2,117.2,66.6,1.03
1292,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,229,167,116,257.4,116.2,63.2,0.97
1293,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.01,229,194,144,258.3,117.8,63.5,0.99
1294,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,229,197,151,256.4,116.1,64.1,0.98
1295,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.19,0.01,229,203,145,163.6,115.1,62.0,0.6
1296,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.18,0.01,229,195,149,257.3,125.9,66.8,1.11
1297,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.01,229,207,142,254.7,123.0,66.9,1.07
1298,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.08,0.1,229,203,145,254.8,125.5,63.3,1.04
1299,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,197,121,241.5,125.0,63.1,0.98
1300,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,229,192,121,255.5,118.9,63.4,0.99
1301,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,151,115,103,259.0,122.7,67.6,1.1
1302,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,182,121,93,258.6,125.4,64.6,1.07
1303,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.1,229,207,142,259.1,123.6,66.1,1.09
1304,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,192,121,239.9,120.3,67.2,0.99
1305,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.09,182,121,93,250.3,123.5,68.0,1.08
1306,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,194,144,255.7,122.2,65.4,1.05
1307,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.08,229,197,151,252.7,122.9,62.7,1.0
1308,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,151,115,103,253.5,120.0,68.0,1.06
1309,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.01,229,197,151,259.2,118.2,64.2,1.01
1310,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.01,203,183,115,243.1,120.5,67.7,1.02
1311,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.01,229,203,145,244.1,124.7,63.6,0.99
1312,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.1,229,197,151,254.7,117.4,67.1,1.03
1313,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,182,121,93,259.8,117.5,64.9,1.02
1314,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.12,229,195,149,249.1,114.1,62.6,0.91
1315,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,182,121,93,242.7,121.6,63.5,0.96
1316,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,182,121,93,259.9,121.2,66.0,1.07
1317,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.12,0.01,229,194,144,250.6,120.9,65.7,1.02
1318,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.01,229,207,142,257.4,123.3,62.8,1.02
1319,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.01,229,194,144,244.8,116.1,66.9,0.98
1320,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,194,144,247.7,123.3,65.5,1.03
1321,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,203,145,203.9,117.5,65.9,0.81
1322,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,229,207,142,252.9,115.0,62.9,0.94
1323,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.11,229,192,121,259.9,118.7,65.3,1.03
1324,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.43,0.01,229,197,151,139.7,120.8,63.8,0.55
1325,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.11,182,121,93,256.0,116.3,67.7,1.03
1326,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.11,229,192,121,249.4,117.4,65.3,0.98
1327,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.14,151,115,103,247.2,115.9,65.1,0.96
1328,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,229,197,151,246.6,116.8,63.0,0.93
1329,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.11,229,203,145,259.1,118.1,63.9,1.0
1330,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,182,121,93,261.2,116.3,61.8,0.96
1331,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,151,115,103,244.2,116.5,62.9,0.92
1332,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.14,229,207,142,258.0,125.1,66.8,1.11
1333,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,182,121,93,182.7,118.2,64.7,0.72
1334,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,229,194,144,261.0,117.3,62.1,0.97
1335,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,229,203,145,251.2,116.0,65.4,0.98
1336,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.11,223,145,121,246.4,121.2,62.4,0.96
1337,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,229,192,121,244.1,125.0,64.4,1.01
1338,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,192,121,257.5,117.0,63.5,0.98
1339,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,151,115,103,253.8,116.8,63.4,0.96
1340,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,182,121,93,186.2,125.7,62.1,0.75
1341,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,151,115,103,241.1,117.4,64.1,0.93
1342,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,167,116,253.6,118.0,62.9,0.97
1343,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,197,151,246.8,118.9,68.0,1.02
1344,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,223,145,121,240.6,123.6,66.8,1.02
1345,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,229,207,142,241.7,120.2,64.0,0.95
1346,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.01,229,197,151,246.9,118.1,66.5,0.99
1347,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.01,151,115,103,250.6,119.7,67.0,1.03
1348,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.14,229,197,121,255.1,116.3,68.0,1.03
1349,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,223,145,121,255.1,125.0,66.1,1.08
1350,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.01,229,203,145,245.7,114.1,67.1,0.96
1351,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.1,182,121,93,250.9,118.2,67.5,1.03
1352,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,223,145,121,183.6,124.4,62.5,0.73
1353,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.01,223,145,121,241.2,122.4,62.5,0.95
1354,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,203,183,115,142.2,120.3,64.2,0.56
1355,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.15,229,197,151,243.0,119.9,63.1,0.94
1356,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.01,229,207,142,249.5,119.8,65.7,1.01
1357,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.0,0.08,182,121,93,133.9,118.2,66.8,0.54
1358,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.12,229,167,116,248.7,115.0,66.4,0.97
1359,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.01,151,115,103,244.9,124.6,62.2,0.97
1360,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.07,182,121,93,256.2,121.9,63.0,1.01
1361,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,203,183,115,257.1,114.3,65.0,0.98
1362,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,203,183,115,256.9,120.9,67.3,1.07
1363,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,229,197,121,241.3,124.2,63.4,0.97
1364,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,167,116,251.2,116.0,66.8,1.0
1365,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.13,0.01,223,145,121,200.4,117.6,67.7,0.82
1366,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,229,194,144,244.0,114.3,65.4,0.94
1367,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,197,151,247.3,116.8,66.5,0.99
1368,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.09,229,167,116,253.0,119.0,62.5,0.96
1369,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,229,194,144,246.6,117.0,64.5,0.95
1370,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,229,197,151,248.1,120.8,67.5,1.04
1371,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.11,229,197,121,258.5,123.6,64.8,1.06
1372,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,151,115,103,252.7,117.4,64.2,0.98
1373,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.09,223,145,121,261.1,116.9,62.1,0.97
1374,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.09,229,192,121,173.9,123.9,64.8,0.72
1375,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.15,229,197,151,152.9,116.0,63.0,0.57
1376,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,192,121,238.7,123.8,66.3,1.0
1377,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,195,149,241.7,118.1,67.5,0.99
1378,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.09,151,115,103,259.4,114.7,64.2,0.98
1379,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.11,203,183,115,249.5,120.6,63.0,0.97
1380,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.01,229,207,142,257.8,122.1,62.7,1.01
1381,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,151,115,103,243.0,117.9,66.1,0.97
1382,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.1,229,197,121,241.1,114.3,66.8,0.94
1383,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,223,145,121,145.8,119.7,62.6,0.56
1384,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,229,167,116,243.0,122.3,66.8,1.02
1385,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,167,116,249.7,117.8,67.9,1.02
1386,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.18,0.01,229,207,142,260.8,122.1,66.5,1.09
1387,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.01,229,197,151,246.4,121.8,64.2,0.99
1388,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,229,194,144,255.7,123.3,61.9,1.0
1389,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,229,203,145,248.9,114.2,63.1,0.92
1390,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.01,229,197,121,244.0,125.8,67.7,1.07
1391,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,223,145,121,245.2,124.5,63.0,0.99
1392,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.1,223,145,121,249.0,122.3,65.7,1.03
1393,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.01,151,115,103,136.8,123.5,63.1,0.55
1394,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.34,0.01,229,203,145,246.9,126.0,67.5,1.08
1395,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,229,167,116,149.3,118.6,63.7,0.58
1396,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,203,145,262.2,124.2,63.9,1.07
1397,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,229,167,116,253.5,117.3,67.2,1.02
1398,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,182,121,93,262.0,117.6,63.8,1.01
1399,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.01,229,194,144,244.9,117.1,66.7,0.98
1400,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.01,229,197,151,227.2,117.5,66.2,0.91
1401,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.08,0.01,229,195,149,239.4,125.0,64.4,0.99
1402,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.01,223,145,121,244.2,123.9,62.2,0.97
1403,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,203,145,247.5,116.3,68.2,1.01
1404,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.11,182,121,93,246.6,114.8,62.6,0.91
1405,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.14,229,197,151,252.8,124.4,64.9,1.05
1406,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.13,0.08,229,195,149,230.8,118.7,64.7,0.91
1407,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,223,145,121,165.1,123.3,62.8,0.66
1408,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.12,229,197,151,248.2,125.0,68.1,1.08
1409,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,197,151,241.4,125.7,67.7,1.05
1410,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.1,0.01,203,183,115,258.0,117.3,67.2,1.04
1411,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.14,229,203,145,257.8,114.8,67.4,1.02
1412,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,203,183,115,259.6,120.1,66.0,1.06
1413,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,197,121,255.2,116.4,62.1,0.95
1414,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.2,0.01,151,115,103,146.7,116.9,64.3,0.57
1415,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,207,142,223.5,125.5,63.6,0.91
1416,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.19,0.01,223,145,121,257.7,119.1,63.6,1.0
1417,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.01,229,192,121,248.0,123.9,63.5,1.0
1418,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.01,229,207,142,151.2,114.0,64.4,0.57
1419,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.08,229,197,121,241.2,121.8,68.0,1.02
1420,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.01,229,192,121,242.8,114.9,64.0,0.92
1421,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.01,229,197,121,168.5,121.8,64.8,0.68
1422,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.11,229,192,121,242.5,114.4,66.9,0.95
1423,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.1,229,197,121,248.0,126.0,63.3,1.01
1424,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.11,229,197,151,163.9,114.9,63.3,0.61
1425,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.48,0.09,151,115,103,239.2,123.1,67.4,1.02
1426,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.01,229,194,144,259.2,124.2,62.2,1.03
1427,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.01,229,203,145,141.5,121.9,63.8,0.56
1428,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,167,116,213.7,121.5,65.2,0.87
1429,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,229,194,144,192.0,117.1,67.3,0.78
1430,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,229,194,144,259.4,117.9,67.3,1.06
1431,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.22,0.01,229,197,121,244.3,125.5,62.2,0.98
1432,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.01,229,203,145,239.6,121.0,67.2,1.0
1433,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.36,0.01,151,115,103,242.4,120.1,65.3,0.97
1434,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,195,149,258.4,121.1,66.5,1.07
1435,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.01,223,145,121,213.2,125.6,61.9,0.85
1436,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.0,0.01,229,194,144,243.7,122.2,62.1,0.95
1437,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,203,145,190.7,118.5,68.2,0.79
1438,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,229,197,121,213.0,116.6,63.3,0.81
1439,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.34,0.01,151,115,103,257.3,125.4,66.8,1.11
1440,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,229,194,144,188.8,118.5,66.1,0.76
1441,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.07,0.01,182,121,93,247.3,120.5,66.8,1.02
1442,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.35,0.01,229,167,116,254.1,114.2,65.2,0.97
1443,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.27,0.01,151,115,103,244.4,120.4,64.1,0.97
1444,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,151,115,103,245.6,118.5,63.1,0.94
1445,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.11,229,197,121,227.4,124.4,63.5,0.92
1446,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,229,197,151,256.2,124.8,63.2,1.04
1447,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.12,223,145,121,256.0,116.6,65.2,1.0
1448,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.01,229,194,144,246.2,124.2,65.5,1.03
1449,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.08,151,115,103,258.4,117.3,65.3,1.02
1450,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.01,229,195,149,252.4,122.5,63.4,1.01
1451,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.07,229,197,151,256.5,119.8,65.9,1.04
1452,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.11,151,115,103,262.1,120.9,62.7,1.02
1453,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,151,115,103,256.8,118.7,67.5,1.06
1454,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.08,229,203,145,242.5,118.0,62.1,0.91
1455,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.01,229,195,149,224.1,121.0,65.2,0.91
1456,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,194,144,222.8,124.2,65.1,0.92
1457,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.11,0.01,151,115,103,249.7,115.3,65.2,0.96
1458,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,223,145,121,257.8,125.7,65.5,1.09
1459,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.21,0.01,229,197,121,260.6,115.9,63.9,0.99
1460,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.28,0.01,151,115,103,247.7,117.1,65.5,0.97
1461,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.01,223,145,121,245.3,119.6,61.8,0.93
1462,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.31,0.01,229,192,121,245.1,123.8,63.3,0.98
1463,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.14,203,183,115,259.8,117.9,66.2,1.04
1464,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.6,0.01,229,197,151,254.6,123.0,63.8,1.02
1465,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.1,203,183,115,234.6,118.4,65.1,0.93
1466,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.05,0.01,229,194,144,243.6,122.0,63.3,0.96
1467,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.16,0.01,229,192,121,259.9,125.5,68.0,1.14
1468,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.08,229,167,116,244.5,120.4,63.9,0.96
1469,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.41,0.14,229,197,151,248.9,125.9,67.6,1.09
1470,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.13,229,194,144,243.8,120.0,66.1,0.99
1471,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.17,0.01,223,145,121,148.0,124.2,67.6,0.64
1472,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.33,0.13,229,197,121,241.7,116.1,66.7,0.96
1473,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.29,0.01,229,194,144,238.6,123.0,65.8,0.99
1474,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,151,115,103,237.8,116.7,65.2,0.93
1475,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.26,0.01,229,195,149,257.1,114.5,62.7,0.95
1476,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.18,0.1,229,197,151,238.6,114.5,62.7,0.88
1477,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,203,183,115,244.3,122.8,66.4,1.02
1478,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,182,121,93,202.3,125.9,63.2,0.83
1479,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.01,229,195,149,262.2,114.7,62.7,0.97
1480,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.14,0.01,229,207,142,262.3,116.2,68.1,1.06
1481,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.42,0.12,229,167,116,248.7,118.6,63.8,0.97
1482,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.07,229,197,121,259.4,119.9,67.9,1.08
1483,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.49,0.01,229,195,149,260.2,125.1,61.9,1.03
1484,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.47,0.14,182,121,93,240.2,123.2,65.9,1.0
1485,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,192,121,148.6,122.1,65.6,0.61
1486,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.3,0.01,229,194,144,256.2,119.3,62.9,0.99
1487,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.24,0.09,229,194,144,261.2,114.5,68.2,1.05
1488,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.11,229,207,142,259.2,120.6,66.4,1.06
1489,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.45,0.01,151,115,103,188.2,121.7,66.6,0.78
1490,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.13,229,167,116,253.1,119.5,67.9,1.05
1491,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.1,182,121,93,256.6,122.4,64.3,1.04
1492,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,194,144,261.9,125.4,63.8,1.07
1493,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.01,229,207,142,209.5,118.5,64.3,0.82
1494,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.36,0.07,229,167,116,244.7,122.5,66.2,1.02
1495,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.23,0.11,229,197,151,244.3,123.7,62.4,0.97
1496,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.01,203,183,115,205.9,122.4,68.2,0.88
1497,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.06,0.08,229,194,144,262.0,120.1,61.9,1.0
1498,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.13,0.01,151,115,103,253.4,124.8,61.8,1.0
1499,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.01,229,203,145,251.6,124.3,64.1,1.03
1500,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.44,0.01,223,145,121,253.0,119.0,62.1,0.96
1501,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.34,0.01,229,192,121,254.1,118.2,65.5,1.01
